date,fuel_type,variable_group,variable_name,unit,value,__rowNumber,value_original,unit_original,rate_currency,value_per_liter_equivalent,value_per_KL_equivalent,value_per_cylinder_equivalent,standardization_status,standardization_note
2026-04-03,Kerosene,border_price,rsp_india_border_raxaul,IRs_per_liter,0,172,0,IRs_per_liter,IRs,0,0,,converted_from_per_liter,
2026-04-03,ATF_DP,border_price,rsp_india_border_kolkata,IRs_per_liter,99.59,173,99.59,IRs_per_liter,IRs,99.59,99590,,converted_from_per_liter,
2026-04-03,ATF_DF,border_price,rsp_india_border_kolkata,NRs_per_liter,129561.82,174,855.25,USD_per_liter,NRs,129561.82,129561822.50,,converted_from_USD,USD_to_NRs_rate_151.49
2026-04-03,LP_Gas,border_price,rsp_india_border_raxaul,IRs_per_cylinder,953,175,953,IRs_per_cylinder,IRs,,,953,kept_per_cylinder,
2026-04-03,Petrol,border_price,rsp_india_border_nrs,NRs_per_liter,171.26,176,171.26,NRs_per_liter,NRs,171.26,171260,,converted_from_per_liter,
2026-04-03,Diesel,border_price,rsp_india_border_nrs,NRs_per_liter,149.26,177,149.26,NRs_per_liter,NRs,149.26,149260,,converted_from_per_liter,
2026-04-03,Kerosene,border_price,rsp_india_border_nrs,NRs_per_liter,0,178,0,NRs_per_liter,NRs,0,0,,converted_from_per_liter,
2026-04-03,ATF_DP,border_price,rsp_india_border_nrs,NRs_per_liter,159.49,179,159.49,NRs_per_liter,NRs,159.49,159490,,converted_from_per_liter,
2026-04-03,ATF_DF,border_price,rsp_india_border_nrs,NRs_per_liter,0,180,0,NRs_per_liter,NRs,0,0,,converted_from_per_liter,
2026-04-03,LP_Gas,border_price,rsp_india_border_nrs,NRs_per_cylinder,1526.23,181,1526.23,NRs_per_cylinder,NRs,,,1526.23,kept_per_cylinder,
2026-04-03,Petrol,border_price,rsp_nepal_border_birgunj,NRs_per_liter,199.5,182,199.5,NRs_per_liter,NRs,199.5,199500,,converted_from_per_liter,
2026-04-03,Diesel,border_price,rsp_nepal_border_birgunj,NRs_per_liter,179.5,183,179.5,NRs_per_liter,NRs,179.5,179500,,converted_from_per_liter,
2026-04-03,Kerosene,border_price,rsp_nepal_border_birgunj,NRs_per_liter,0,184,0,NRs_per_liter,NRs,0,0,,converted_from_per_liter,
2026-04-03,ATF_DP,border_price,rsp_nepal_border_birgunj,NRs_per_liter,251,185,251,NRs_per_liter,NRs,251,251000,,converted_from_per_liter,
2026-04-03,ATF_DF,border_price,rsp_nepal_border_birgunj,NRs_per_liter,270409.65,186,1785,USD_per_liter,NRs,270409.65,270409650.00,,converted_from_USD,USD_to_NRs_rate_151.49
2026-04-03,LP_Gas,border_price,rsp_nepal_border_birgunj,NRs_per_cylinder,1910,187,1910,NRs_per_cylinder,NRs,,,1910,kept_per_cylinder,
2026-04-03,Petrol,border_price,border_price_difference,NRs_per_liter,28.24,188,28.24,NRs_per_liter,NRs,28.24,28240,,converted_from_per_liter,
2026-04-03,Diesel,border_price,border_price_difference,NRs_per_liter,30.24,189,30.24,NRs_per_liter,NRs,30.24,30240,,converted_from_per_liter,
2026-04-03,Kerosene,border_price,border_price_difference,NRs_per_liter,0,190,0,NRs_per_liter,NRs,0,0,,converted_from_per_liter,
2026-04-03,ATF_DP,border_price,border_price_difference,NRs_per_liter,91.51,191,91.51,NRs_per_liter,NRs,91.51,91510,,converted_from_per_liter,
2026-04-03,ATF_DF,border_price,border_price_difference,NRs_per_liter,140847.83,192,929.75,USD_per_liter,NRs,140847.83,140847827.50,,converted_from_USD,USD_to_NRs_rate_151.49
2026-04-03,LP_Gas,border_price,border_price_difference,NRs_per_cylinder,383.77,193,383.77,NRs_per_cylinder,NRs,,,383.77,kept_per_cylinder,
2026-04-03,Petrol,demand,fortnightly_projected_demand,KL,33108,194,33108,KL,,,,,non_rate_unit,Unit is not a per-KL/per-litre/per-cylinder rate.
2026-04-03,Diesel,demand,fortnightly_projected_demand,KL,82277,195,82277,KL,,,,,non_rate_unit,Unit is not a per-KL/per-litre/per-cylinder rate.
2026-04-03,Kerosene,demand,fortnightly_projected_demand,KL,865,196,865,KL,,,,,non_rate_unit,Unit is not a per-KL/per-litre/per-cylinder rate.
2026-04-03,ATF_DP,demand,fortnightly_projected_demand,KL,2616,197,2616,KL,,,,,non_rate_unit,Unit is not a per-KL/per-litre/per-cylinder rate.
2026-04-03,ATF_DF,demand,fortnightly_projected_demand,KL,5892,198,5892,KL,,,,,non_rate_unit,Unit is not a per-KL/per-litre/per-cylinder rate.
2026-04-03,LP_Gas,demand,fortnightly_projected_demand,cylinders,1522444,199,1522444,cylinders,,,,,non_rate_unit,Unit is not a per-KL/per-litre/per-cylinder rate.
2026-04-03,Petrol,profit_loss,profit_loss_per_liter,NRs_per_liter,-34.36,200,-34.36,NRs_per_liter,NRs,-34.36,-34360,,converted_from_per_liter,
2026-04-03,Diesel,profit_loss,profit_loss_per_liter,NRs_per_liter,-120.54,201,-120.54,NRs_per_liter,NRs,-120.54,-120540,,converted_from_per_liter,
2026-04-03,Kerosene,profit_loss,profit_loss_per_liter,NRs_per_liter,-64.06,202,-64.06,NRs_per_liter,NRs,-64.06,-64060,,converted_from_per_liter,
2026-04-03,ATF_DP,profit_loss,profit_loss_per_liter,NRs_per_liter,-5.75,203,-5.75,NRs_per_liter,NRs,-5.75,-5750,,converted_from_per_liter,
2026-04-03,ATF_DF,profit_loss,profit_loss_per_liter,NRs_per_liter,6.92,204,6.92,NRs_per_liter,NRs,6.92,6920,,converted_from_per_liter,
2026-04-03,LP_Gas,profit_loss,profit_loss_per_cylinder,NRs_per_cylinder,-416.37,205,-416.37,NRs_per_cylinder,NRs,,,-416.37,kept_per_cylinder,
2026-04-03,Petrol,profit_loss,total_profit_loss_fortnightly,crore_NRs,-113.76,206,-113.76,crore_NRs,,,,,non_rate_unit,Unit is not a per-KL/per-litre/per-cylinder rate.
2026-04-03,Diesel,profit_loss,total_profit_loss_fortnightly,crore_NRs,-991.78,207,-991.78,crore_NRs,,,,,non_rate_unit,Unit is not a per-KL/per-litre/per-cylinder rate.
2026-04-03,Kerosene,profit_loss,total_profit_loss_fortnightly,crore_NRs,-5.54,208,-5.54,crore_NRs,,,,,non_rate_unit,Unit is not a per-KL/per-litre/per-cylinder rate.
2026-04-03,ATF_DP,profit_loss,total_profit_loss_fortnightly,crore_NRs,-1.5,209,-1.5,crore_NRs,,,,,non_rate_unit,Unit is not a per-KL/per-litre/per-cylinder rate.
2026-04-03,ATF_DF,profit_loss,total_profit_loss_fortnightly,crore_NRs,4.08,210,4.08,crore_NRs,,,,,non_rate_unit,Unit is not a per-KL/per-litre/per-cylinder rate.
2026-04-03,LP_Gas,profit_loss,total_profit_loss_fortnightly,crore_NRs,-63.39,211,-63.39,crore_NRs,,,,,non_rate_unit,Unit is not a per-KL/per-litre/per-cylinder rate.
2026-04-03,Petrol,govt_revenue,govt_revenue_per_liter,NRs_per_liter,66.98,212,66.98,NRs_per_liter,NRs,66.98,66980,,converted_from_per_liter,
2026-04-03,Diesel,govt_revenue,govt_revenue_per_liter,NRs_per_liter,49.28,213,49.28,NRs_per_liter,NRs,49.28,49280,,converted_from_per_liter,
2026-04-03,Kerosene,govt_revenue,govt_revenue_per_liter,NRs_per_liter,34.78,214,34.78,NRs_per_liter,NRs,34.78,34780,,converted_from_per_liter,
2026-04-03,ATF_DP,govt_revenue,govt_revenue_per_liter,NRs_per_liter,34.4,215,34.4,NRs_per_liter,NRs,34.4,34400,,converted_from_per_liter,
2026-04-03,ATF_DF,govt_revenue,govt_revenue_per_liter,NRs_per_liter,41.05,216,41.05,NRs_per_liter,NRs,41.05,41050,,converted_from_per_liter,
2026-04-03,LP_Gas,govt_revenue,govt_revenue_per_cylinder,NRs_per_cylinder,324.95,217,324.95,NRs_per_cylinder,NRs,,,324.95,kept_per_cylinder,
2026-04-03,Petrol,govt_revenue,total_govt_revenue_fortnightly,crore_NRs,221.77,218,221.77,crore_NRs,,,,,non_rate_unit,Unit is not a per-KL/per-litre/per-cylinder rate.
2026-04-03,Diesel,govt_revenue,total_govt_revenue_fortnightly,crore_NRs,405.49,219,405.49,crore_NRs,,,,,non_rate_unit,Unit is not a per-KL/per-litre/per-cylinder rate.
2026-04-03,Kerosene,govt_revenue,total_govt_revenue_fortnightly,crore_NRs,3.01,220,3.01,crore_NRs,,,,,non_rate_unit,Unit is not a per-KL/per-litre/per-cylinder rate.
2026-04-03,ATF_DP,govt_revenue,total_govt_revenue_fortnightly,crore_NRs,9,221,9,crore_NRs,,,,,non_rate_unit,Unit is not a per-KL/per-litre/per-cylinder rate.
2026-04-03,ATF_DF,govt_revenue,total_govt_revenue_fortnightly,crore_NRs,24.19,222,24.19,crore_NRs,,,,,non_rate_unit,Unit is not a per-KL/per-litre/per-cylinder rate.
2026-04-03,LP_Gas,govt_revenue,total_govt_revenue_fortnightly,crore_NRs,49.47,223,49.47,crore_NRs,,,,,non_rate_unit,Unit is not a per-KL/per-litre/per-cylinder rate.
